Connected to Vehicle ECU Database
Automotive Telematics Gateway - Kafka Producer Ready
=== Automotive Telematics Gateway Started ===
Reading from Vehicle ECU Database...
Applying ISO 26262 Security Validation...
Streaming to Cloud Platform...
Processing 200 vehicle battery records...
Transmitted: NASA_BATTERY_2 - Health: 41.89%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.75%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.5%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.41%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.78%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.51%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.86%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 77.01%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 78.84%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.76%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.4%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.21%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.97%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 77.69%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 77.68%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.74%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.85%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.88%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.06%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.3%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 76.34%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.03%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.2%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.12%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.43%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.62%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.48%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.26%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.61%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 76.79%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.86%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.9%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.54%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.79%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.64%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 75.75%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.42%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.9%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.9%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.4%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.44%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.25%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.63%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.47%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.56%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.64%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.06%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.11%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 76.31%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.08%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.87%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.82%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.51%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.09%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.45%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.39%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.08%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.67%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.18%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 77.93%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.66%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.94%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 77.69%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.24%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 77.95%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.87%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.2%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.46%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.96%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.58%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.53%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 78.39%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.76%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.39%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.94%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.13%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 75.69%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.17%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.54%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.71%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.67%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 77.04%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.39%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.15%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.06%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.06%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.15%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.53%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.92%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.67%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.87%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.73%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.74%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.27%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.98%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 77.4%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.11%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.27%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.67%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.37%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.72%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.55%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.86%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.42%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.38%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.62%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.26%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 78.95%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.19%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.27%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.03%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 76.97%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 77.91%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.98%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.12%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 75.4%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.38%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.88%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.92%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 80.37%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.01%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 80.19%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.6%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 79.14%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.42%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.57%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 79.91%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 82.27%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 78.17%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 75.65%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 81.69%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 76.46%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 81.72%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.33%, Alert: CRITICAL
Transmitted: NASA_BATTERY_5 - Health: 82.29%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 77.04%, Alert: WARNING
Transmitted: NASA_BATTERY_5 - Health: 78.08%, Alert: WARNING
Transmitted: NASA_BATTERY_4 - Health: 68.73%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.7%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.15%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.4%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.78%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.3%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.61%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.73%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.01%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.92%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.17%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.5%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.65%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.27%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.17%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.72%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.96%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.01%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.95%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.51%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.74%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.38%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.74%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.45%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.04%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.49%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.7%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.9%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.37%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.07%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.18%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.29%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.45%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.9%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.08%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.17%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 66.54%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.01%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.59%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 66.39%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.07%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.73%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.21%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.71%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.95%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.82%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.36%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.38%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.98%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.44%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.1%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.59%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 66.33%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.37%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.42%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.52%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.08%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.86%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.65%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.19%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.72%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.59%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 66.74%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.79%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.38%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.88%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.28%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.78%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.42%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.23%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 66.48%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.21%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.16%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 66.92%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 66.46%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.87%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.23%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.87%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.47%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.82%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.28%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.16%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.33%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.64%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.68%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.08%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.85%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.38%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.46%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.27%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.9%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.4%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.48%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.12%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.67%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.13%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.9%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.51%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.81%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.63%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 66.16%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.54%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.09%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 66.53%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.18%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.16%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.52%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.59%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.84%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.94%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.62%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.88%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.99%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 66.37%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.03%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.05%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.44%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.61%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.41%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.39%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.79%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.44%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.5%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.75%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.25%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.61%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.93%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.77%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.56%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.29%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.79%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.57%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.71%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.49%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.62%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.05%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.7%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 66.06%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.11%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.82%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.33%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.52%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.34%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.23%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.6%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.08%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.1%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.61%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.06%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.15%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.75%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.08%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.31%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.27%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.81%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.8%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.4%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.92%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.63%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.76%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.65%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.98%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.95%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.07%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.09%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.38%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 66.52%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.38%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.73%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.29%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.02%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.05%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.78%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.49%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.98%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.59%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.4%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.29%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.58%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.82%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.28%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.2%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.54%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.79%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 66.54%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.34%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.33%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 65.4%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 66.1%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.48%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.2%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.05%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.02%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.94%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.35%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.65%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 67.76%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.95%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.4%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.34%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.92%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.81%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.67%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.94%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.83%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.4%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.77%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 69.16%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 71.2%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 74.51%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.52%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.95%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.54%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.76%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 68.77%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.42%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 72.51%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 70.03%, Alert: CRITICAL
Transmitted: NASA_BATTERY_4 - Health: 73.6%, Alert: CRITICAL
